Well,528/20,590/20
A1,1182
B1,2899
C1,4615
D1,1256
E1,1217
F1,1268
G1,2
H1,2
A2,1207
B2,3866
C2,7014
D2,1
E2,1
F2,2
G2,2
H2,1
A3,1216
B3,5629
C3,10149
D3,1
E3,1
F3,1
G3,3
H3,1
A4,1228
B4,2926
C4,4756
D4,0
E4,0
F4,2
G4,1
H4,2
A5,1236
B5,6497
C5,11343
D5,1
E5,1
F5,1
G5,1
H5,2
A6,1282
B6,2576
C6,4054
D6,1
E6,0
F6,1
G6,2
H6,2
A7,1289
B7,4875
C7,7859
D7,1
E7,1
F7,2
G7,1
H7,2
A8,1306
B8,5218
C8,9569
D8,0
E8,1
F8,0
G8,1
H8,2
A9,1313
B9,2287
C9,3282
D9,1
E9,1
F9,1
G9,2
H9,1
A10,1309
B10,5402
C10,9175
D10,0
E10,0
F10,1
G10,1
H10,2
A11,1291
B11,6255
C11,9190
D11,0
E11,1
F11,1
G11,2
H11,1
A12,1300
B12,6840
C12,13269
D12,0
E12,1
F12,0
G12,1
H12,1

