Well,528/20,590/20
A1,741
B1,2813
C1,4809
D1,778
E1,756
F1,750
G1,2
H1,2
A2,782
B2,5552
C2,9466
D2,2
E2,1
F2,1
G2,2
H2,1
A3,787
B3,769
C3,749
D3,2
E3,1
F3,1
G3,0
H3,1
A4,764
B4,2499
C4,4940
D4,1
E4,2
F4,2
G4,1
H4,0
A5,788
B5,1552
C5,2528
D5,2
E5,0
F5,2
G5,2
H5,1
A6,790
B6,2558
C6,4387
D6,1
E6,0
F6,0
G6,3
H6,2
A7,779
B7,764
C7,779
D7,1
E7,0
F7,2
G7,2
H7,2
A8,791
B8,1716
C8,2731
D8,1
E8,2
F8,2
G8,2
H8,1
A9,768
B9,1046
C9,1626
D9,0
E9,1
F9,3
G9,3
H9,2
A10,765
B10,1701
C10,2484
D10,0
E10,2
F10,1
G10,3
H10,3
A11,753
B11,1623
C11,2435
D11,0
E11,2
F11,1
G11,2
H11,5
A12,706
B12,1880
C12,2987
D12,1
E12,1
F12,0
G12,2
H12,1

